country,points,price,variety,winery,description
Italy,90,100.0,Nebbiolo,Ceretto,"Aromas of rose, red berry, espresso, grilled herb and toast lead the nose. The taut palate offers crunchy red cherry, raspberry, star anise and white pepper alongside tightly wound, assertive tannins. It closes on a note of roasted coffee bean."
Italy,90,40.0,Nebbiolo,Luigi Pira,"Earthy aromas of leather, game, sunbaked earth and mature dark-skinned berry take center stage. The tense palate offers dried black cherry, mocha, espresso licorice and tobacco alongside fresh acidity and close-grained tannins."
Italy,90,68.0,Nebbiolo,Reverdito,"Mature dark berry, crushed blue flower, spice and peppermint aromas lead the nose on this structured red. The firm palate offers ripe black cherry, white pepper, cocoa, star anise and a balsamic note accompanied by bracing tannins. Drink 2018–2016."
Spain,90,24.0,Tempranillo,Valdubón,"Cherry and plum aromas are accented by buttery oak, leather and animal notes. Solid in feel with firm tannins, this warm-vintage Tempranillo is ripe, loamy and loaded with berry and cassis flavors. A lightly raisiny finish is friendly and round. Drink through 2019."
Italy,90,52.0,Nebbiolo,Vietti,"Aromas of wild berry, dark spice, menthol and a hint of pressed flower lead the way on this straightforward Barolo. The full-bodied palate offers dark cherry, licorice and dried herb alongside firm, ripe tannins. Drink 2018–2026."
Australia,90,65.0,Pinot Noir,Dalrymple,"This is strongly marked by new oak on the nose at this stage, suggesting toast, brown sugar and coffee, but fruit comes through on the palate where hints of dark berries, cola, clove and cinnamon mingle. The wine is creamy and lush in texture, with ample weight and a lingering finish of dried fruit, vanilla and mocha. Drink from 2018 to 2025."
US,90,37.0,Pinot Noir,Antiquum Farm,"One of the most beautiful package designs in the state introduces a fresh and toasty wine that translates this cool, wet vintage into a most delicate and enjoyable bottle of Pinot. Light cranberry and cherry fruit is set in a gently proportional bed of tart acid and pretty oak, 40% new."
US,90,28.0,Sparkling Blend,Argyle,"Clean, crisp and bright, this was fermented in stainless (with just 10% in neutral wood), and not put through malolactic. The blend is 60/40 Chardonnay/Pinot Noir, yielding fresh fruit flavors of apple and melon that are focused and precise. A streak of ginger runs through racy acidity."
Italy,85,,Garganega,Marcello Turra,Aromas of mature yellow apple and a whiff of chamomile flower lead the nose. The aromas carry over to the extremely ripe palate along with a hint of acacia and a marked note of bitter almond.
US,85,13.0,Chardonnay,Auspicion,"Smoky, toasted oak aromas lead to strong char and butter flavors and a viscous texture that clings to the palate. Subtlety is not one of this wine's virtues, as its outsized flavors stand in stark relief."
Israel,85,30.0,Chardonnay,Carmel,"A clean nose of citrus paves the way for flavors of grapefruit and Sevilla orange. This wine is soft and pleasing on the palate, but it may be touch tart for some tastes."
Portugal,85,10.0,Portuguese White,Caves Campelo,"With its typical prickle on the tongue, this is a medium sweet wine. It's clean, crisp and citrusy, with sliced apple and orange zest flavors. Drink now."
Portugal,85,9.0,Portuguese White,Caves Campelo,"Lightly spritzy, this tastes of crisp apple and finishes just off-dry. It's deliciously refreshing, bright and tangy. Drink now."
Portugal,85,7.0,Alicante Bouschet,Adega Cooperativa do Cartaxo,"This is a dry sparkling wine with tannins, spice and berry fruit, giving it a deep color. Not an apéritif wine, it's perfect for cutting through rich, oily foods. Drink now."
Portugal,85,12.0,Portuguese Sparkling,Adega de Cantanhede,"This is a soft, creamy wine with fruitiness and a yeasty edge. Made from Bical, Arinto and Maria Gomes, it's ready to drink."
France,85,15.0,Sauvignon Blanc,Domaine de l'Herré,"This is a soft wine whose herbal character is held in check by a smooth texture. It is bright and crisp, with plenty of citrus and gooseberry flavors as well as intense acidity. The wine is ready to drink."
France,85,9.0,White Blend,Domaine du Touja,This white wine is fruity and crisp with a deliciously refreshing herbal edge. Lemon and pink grapefruit are cut by some zingy acidity and finished with a bright aftertaste. Drink now.
Argentina,85,11.0,Malbec,Proemio,"Dusty plum and berry aromas are clean. In the mouth, this is hard and wiry. Salty snappy plum flavors dry out and taste a bit like tin on a raw finish."
Portugal,85,28.0,Portuguese Sparkling,Quinta da Lapa,"This yeasty wine is bone-dry, mature and ready to drink, a toasty element having replaced any fruitiness. The aftertaste is crisp and bright."
US,85,20.0,Chardonnay,Vin Vault,"Buttery aromas and buttery, spicy flavors lend an outgoing personality to this medium-bodied wine. Vanilla and cream flavors add some interest, while the texture is broad and smooth."
US,85,18.0,Pinot Grigio,The Naked Grape,A soft mouthfeel and fresh golden delicious apple flavors make this light-bodied wine easy on the palate. It has crisp and clean flavors all the way through.
Portugal,85,11.0,Portuguese Sparkling,Global Wines,"With hints of minerality typical of any wine from the Dão, this has tight, yeasty notes that contrast with its crisp, bright apple fruit. Drink now."
Portugal,85,7.0,Portuguese Red,Global Wines,"This wine balances swathes of ripe berry fruit with hints of tannin. It's fruity, full bodied and delicious to drink now. A great barbecue wine."
Portugal,85,8.0,Portuguese Sparkling,Global Wines,"This is a classic style of Bairrada sparkling wine—a blend of Bical, Maria Gomes and Arinto. Plenty of crisp acidity and soft white fruit flavors balance its yeasty character. Drink now."
South Africa,85,22.0,Chardonnay,Vergelegen,"Surprisingly shy and reserved in nature, this offers subtle aromas and flavors of apple core and spiced orange peel. Soft and accessible, it's direct and clean, yet short on the finish. Drink now."
Argentina,85,12.0,Malbec,Bodega Renacer,"A mix of blueberry, plum and animal aromas leads to a wiry, clipped palate fueled by tartaric acid. Lightly salted plum flavors are slightly jammy, while a blueberry note is brought back on the finish."
South Africa,85,10.0,Chenin Blanc,Essay,"Bright aromas of tart apple, melon rind and fresh chrysanthemum dance in the bouquet, while the lively, lightweight palate offers notes of white peach and citrus pith. A subtle astringency graces the close. Drink now."
France,85,16.0,Rhône-style White Blend,Ogier,"This is a plump, broad southern Rhône white, offering subtle notes of melon, pear and wet stones. Drink it before the end of 2017 while it still retains some freshness."
US,85,100.0,Cabernet Sauvignon,Charles Krug,"This dense, rich and ripe varietal Cabernet Sauvignon is aged in new French oak for 19 months. It shows smoked meat and bacon flavors that last into the finish."
South Africa,85,15.0,Sauvignon Blanc,Noble Hill,"Soft hints of peach, verbena and peony grace the delicate nose of this lightweight white. Touches of green banana and pear flesh out the palate, while ample acidity keeps the mouthfeel fresh through the finish. Drink now."
France,85,16.0,Rosé,Château Clément Termes,This wine's blend symbolizes the Tarn's halfway position between the Atlantic and the Mediterranean. So it is has the perfumed Syrah and the more structured local Braucol to give a bright fruity wine with some touches of tannin as well as red-berry fruits. Drink now.
France,85,12.0,Bordeaux-style White Blend,Domaine de Grange Neuve,A dry wine with a soft texture that suggests a small amount of residual sugar. It is a fruity wine with apricot and ripe pear flavors and a smooth aftertaste that still leaves plenty of room for acidity. Drink now.
France,85,15.0,Chardonnay,Domaine de l'Herré,"Produced in the west of Gascony, with a strong oceanic influence, this Chardonnay is cool, fruity and with bright acidity. It does have a creamy texture that fills out the fruitiness. It is an attractive, ripe wine that is ready to drink."
Portugal,85,10.0,Portuguese Red,Herdade do Esporão,"A wine for early drinking, this is soft, fruity and bright. With red berry flavor and gentle tannins, it's direct and packed with fruitiness. Drink now."
Portugal,85,9.0,Portuguese Red,Global Wines,"A soft and easy wine with black currant fruit and gentle tannins, this has just enough acidity and structure to hold it together. Spice adds interest on the finish. Drink now."
France,85,12.0,White Blend,Pierre Gruber,This gentle blend of Aligoté and Chardonnay shows yellow fruit flavors. It has a crisp edge to its round smoothness. Drink now.
US,85,30.0,Chardonnay,Thomas George,"From four estate vineyards, this wine appears to be low in oak and extra crisp in mouthfeel, offering austere apple and citrus elements with a slight metallic edge."
Italy,85,,Garganega,Tinazzi,This informal white opens with whiffs of orchard fruit and citrus while the simple palate offers suggestions of pear and pineapple. A hint of bitter almond marks the rather lean abrupt finish.
Germany,91,17.0,Riesling,Weingut Georg Albrecht Schneider,"Pretty floral and apricot aromas brighten savory apple notes on this dry, but intensely honeyed Riesling. Bright and brisk on the palate, with searing lime acidity, it finishes long, with a refreshing spray of green herbs."
US,91,65.0,Pinot Noir,Anam Cara,"The Mark VI (similar to the above Heather's Vineyard) is a sort of reserve reserve, this one from barrels chosen to showcase the most cellar-worthy aspects of the vintage. It succeeds nicely, delivering a solid, firm, tart wine with young raspberry and cherry fruit at its center. The tannins have a lightly herbal, leafy streak, and there's little doubt this will benefit from additional years in the cellar."
